comment_id,video_id,username,comment,like_count,published_at
UgwJITm5fkvCsaYyMFx4AaABAg,ErMnXB0b_1Y,@flaviacarvalho2461,"Oi, estou pesquisando tudo que vcs tem sobre velas, pra poder começar esse novo hobbie. ainda tenho muitas perguntas antes de comprar os produtos, a primeira fica na parafina, quando a pessoa vai com prar fica perdida, tem a em gel, a petróleo, a de soja 100% a mix que é 50 a 50, a de coco... gente pode por favor fazer um video só de cera? e se ja tiver, pode me mostrar? pq to aqui vendo tudo que o canal de vcs tem sobre e não achei só sobre isso, achei alguma coisa mas não sanou minha duvida.",0,2023-10-30T23:56:38Z
Ugxu72Ge6_fMTkUAk3d4AaABAg,ErMnXB0b_1Y,@sairavitoria7915,"Adorei essas velas , mas eu  gostaria de saber se pode ser feita com flores naturais",0,2023-10-28T20:16:45Z
Ugy2l_BTdl6Y8Y76dmx4AaABAg,ErMnXB0b_1Y,@sheilafreitas3158,Posso usar cera de coco? Muda a proporção?,0,2023-10-27T10:27:26Z
UgwOVZbDyrJBCf-cv4t4AaABAg,ErMnXB0b_1Y,@VaniaVitta-u1s,"..meu querido, vc é o máximo dos mestres, não tem igual !...sou sua fã desde o início da sua carreira, continuo desejando muito sucesso e prosperidade, pq vc não &quot;economiza &quot; em repassar seu conhecimento de tantos anos. Obrigada de coração...<a href=""UCkszU2WH9gy1mb0dV-11UJg/EvkfY6uNC5OykQOewoCQAQ""></a>💗💖💝..bjbjbsj..",0,2023-10-24T17:37:32Z
UgxXKxg_3AstPz4ndLl4AaABAg,ErMnXB0b_1Y,@larifofs5351,"Adorei! Mas tenho uma dúvida, quando queimar a parafina dentro do copo de shot, ela vai esquentar e não vai derreter e deformar a parte exterior que é decorativa?",0,2023-10-13T21:36:03Z
UgzMcK9a3uccOEgD2gR4AaABAg,ErMnXB0b_1Y,@MariaAparecida-bm7pb,Amei quero mais  aulas igual,0,2023-10-08T01:13:51Z
UgxntLEIlj97RTFsnB14AaABAg,ErMnXB0b_1Y,@mariasaletedossantossilva8749,❤❤❤❤ Amei ❤<br>Gratidão 🙏🙌,0,2023-10-04T18:34:43Z
UgyMIdapC80LK0K-DON4AaABAg,ErMnXB0b_1Y,@taniacristinasauer9725,"Nunca fiz vela, qual o quite pra começar ?",0,2023-10-04T03:58:57Z
Ugw07IOWmsyQWS8-EPB4AaABAg,ErMnXB0b_1Y,@suelimarchi9165,Da pra fazer vela só com parafina em gel? Se sim como??,0,2023-09-28T18:58:41Z
UgyByWpQnEDvW0z408Z4AaABAg,ErMnXB0b_1Y,@CarlaAlbuquerque-uy3bm,Lindo como tudo que você produz. Bjinhos,0,2023-09-25T22:19:32Z
UgzXZYXcLnVowQRLFMZ4AaABAg,ErMnXB0b_1Y,@sandravaleriareis9165,Muito lindo!! ❤,0,2023-09-20T23:39:31Z
UgypWxvBXxAbVYGDlVh4AaABAg,ErMnXB0b_1Y,@helensodre1127,"Hoje que estou o dia inteiro procurando como fazer velas e adorei o seu canal. Estou muito novata e não vi muitos vídeos, então minha dúvida pode ser ignorante, mas como derreter a parafina em gel e, a essência, só deve ser posta com a parafina morna? E quanto tempo leva pra parafina secar, seja gel ou lentilha da?",0,2023-09-19T03:45:08Z
Ugy89WkfO4HficMnhkZ4AaABAg,ErMnXB0b_1Y,@helenamarques5799,Boa tarde Peter! O copo tem de estar quente para colocar a vela?,0,2023-09-16T16:14:28Z
UgxP5O12lBFLb08E7Q54AaABAg,ErMnXB0b_1Y,@mariaalicearaujo8987,Gostei muito!,0,2023-09-15T21:28:05Z
UgxtyUT8op8aPrLimqB4AaABAg,ErMnXB0b_1Y,@TheRMSF,Peter vc arrasa junto com as velas! Estou começando e sempre que tenho dúvidas procuro sua equipe! Tenho sido muito bem atendida e olha a sua didática deixa a gente com vontade de faze-las e acender o mundo .😊,0,2023-09-14T11:15:17Z
Ugz55yGT03bUnscgxfJ4AaABAg,ErMnXB0b_1Y,@livia_tabordass,Pode colocar óleo essencial na parafina?,0,2023-09-12T21:46:24Z
UgzVuCBHnsqDqBBavQx4AaABAg,ErMnXB0b_1Y,@simonecardoso6623,Você arrasa👏👏👏🙏❤️😘,0,2023-09-10T23:26:30Z
UgwRNuQWfiYLFde2cZl4AaABAg,ErMnXB0b_1Y,@Motivacaoecuraemocional-xi3zw,Estou encantada!!,0,2023-09-06T22:44:00Z
UgxWBN1caJsLr3sQU394AaABAg,ErMnXB0b_1Y,@tatianedecarlaxavier8859,Acaba perdendo a base em gel??? Fica só de enfeite??,0,2023-09-06T13:00:53Z
Ugx1eHYQ2gP6FEvZe7F4AaABAg,ErMnXB0b_1Y,@Viviany.fs.18,Ao invés da parafina com a gordura vegetal posso usar a cera de coco né?,0,2023-09-01T12:28:51Z
UgxIjzf1jH59hgZppBJ4AaABAg,ErMnXB0b_1Y,@vanessaestambone21,Onde posso comprar suas velas?,0,2023-08-31T23:26:51Z
Ugwceio3FR2Z2rKNzKZ4AaABAg,ErMnXB0b_1Y,@MrTopazio1,Peter vc é 10!,0,2023-08-25T01:45:13Z
UgxVKoShHRE_wlmUoSh4AaABAg,ErMnXB0b_1Y,@lourdesaguiar3262,Gostei muito!!!!!!!,0,2023-08-24T12:30:11Z
UgxfW94rWxFXHSdClkp4AaABAg,ErMnXB0b_1Y,@licabramos1796,Adorei 😍😍😍 vc é uma simpatia,0,2023-08-23T21:40:09Z
UgxTXvZR94sfXoqU0hp4AaABAg,ErMnXB0b_1Y,@rosangelamaria3103,Perfeitas ❤<br>Gostaria de saber qual a diferença entre parafina de soja e cera de soja .Gratidão ❤,0,2023-08-15T17:56:05Z
UgwqvaG9Bn6IBNQY5Md4AaABAg,ErMnXB0b_1Y,@brunanunesc,Ameeei! E é super fácil de fazer.,0,2023-08-06T00:06:59Z
UgxFrP75p0W6J_UKOsh4AaABAg,ErMnXB0b_1Y,@ninivelopes-xv9pb,Maravilhoso ❤❤❤❤❤❤❤❤❤❤,0,2023-08-04T04:15:51Z
Ugyrs5lXmU9cyKbP5Dp4AaABAg,ErMnXB0b_1Y,@Jessicagarciasouza,Onde vende esse pote de vidro cilíndrico maior ?,0,2023-07-30T00:54:41Z
UgzYQAe5UwxpWGtU25J4AaABAg,ErMnXB0b_1Y,@gleciaagostino3276,"Peter, eu fiz mas ficou com muita bolha, não ficou transparente",0,2023-07-29T22:10:14Z
Ugy8_EuLiiEZPXD-C4p4AaABAg,ErMnXB0b_1Y,@Ms27031966,"Amei, vc é o melhor, incrível❤",0,2023-07-19T21:51:50Z
Ugwr9qKompRhYZ09FOx4AaABAg,ErMnXB0b_1Y,@ritadelgiorno1671,Estou amando suas dicas. Gostaria de saber onde posso encontrar esses copos duplos: dentro fininho e o de fora. Grata,0,2023-07-17T17:26:13Z
Ugz1-v2eLVoZd9hQHS54AaABAg,ErMnXB0b_1Y,@catarinaalmeida4335,Em vez de parafina pode usar cera soja?,0,2023-07-15T20:27:41Z
UgzwhuihIfxtc8x4JY94AaABAg,ErMnXB0b_1Y,@gleciaagostino3276,"Amo suas aulas, obrigada por compartilhar conosco ❤❤❤",0,2023-07-14T03:12:00Z
UgzvGx4dWXlRwmXEv8V4AaABAg,ErMnXB0b_1Y,@sueliyoshii9491,"Nunca imaginei q era frito assim onde eu posso vender e qual o valor q devo cobrar  gostaria muito de aprender e fazer o melhor sempre amo seu canal 🥰🥰🥰😘😘😘 GRATIDÃO, GRATIDÃO GRATIDÃO  Peter vc é Luz na vida das pessoas",0,2023-07-14T03:05:48Z
Ugz8_PENg7g3sksFb8V4AaABAg,ErMnXB0b_1Y,@eliseterech4177,Amei perfeição,0,2023-07-03T21:31:33Z
Ugzm-W9jfDgdiFTQXVd4AaABAg,ErMnXB0b_1Y,@valeriabaur6983,"Amei , você é show 😘😘😘😘😘",0,2023-06-25T21:13:01Z
UgyJcqzjMZdrDOYUkqN4AaABAg,ErMnXB0b_1Y,@opticaVarella,"Oiii, alguem sabe por quanto se vende uma vela assim?",0,2023-06-14T18:54:47Z
UgwK01dNzqDshit-DPl4AaABAg,ErMnXB0b_1Y,@narakairalla9984,"Amei , agora Peter você me fez ter vontade de fazer velinhas. E olha que já estou fazendo os sabonetes.😁😁",0,2023-06-13T20:54:07Z
Ugx0Kz2ozumbFHp3Tdp4AaABAg,ErMnXB0b_1Y,@rosemeri5355,Gostei muito ❤,0,2023-06-11T19:21:08Z
Ugxj9YOw6oOC1xfMZ154AaABAg,ErMnXB0b_1Y,@fatimapaixao9254,"Adorei a aula, estou me planejando para entrar nesse mercado das velas. Gratidão pelo video❤",0,2023-06-11T17:38:24Z
Ugz_Nt1guOHwYDdKzD54AaABAg,ErMnXB0b_1Y,@marilandemodesto6316,Aonde compro esse copo shot?,0,2023-06-10T20:39:25Z
UgxG3YfWArv0x7_nbCJ4AaABAg,ErMnXB0b_1Y,@elieusacastro6101,Quanto preço  que você vende esse tipo de vela.,0,2023-06-09T21:57:31Z
UgyYWkU24eCpM9aDqfx4AaABAg,ErMnXB0b_1Y,@danielafranco4912,Assistindo em 2023 e amando o vídeo e a sua simpatia ❤ já me inscrevi 👏👏👏,0,2023-06-06T10:42:06Z
UgxLXImh7hrM96HMLTl4AaABAg,ErMnXB0b_1Y,@francysartoriterapeuta8148,"Ohhhh cérebro abençoado,nossa!acompanho vc a uns 10 anos,via seus vídeos pela tv,vc é maravilhoso, parabéns 🥰🥰🥰🥰",2,2023-06-04T20:37:46Z
UgzOeMdjGgi4LQYETal4AaABAg,ErMnXB0b_1Y,@LaviniaSantos-f4w,a parafina em gel não derrete depois de acender a vela,1,2023-05-30T18:45:50Z
UgzSQEC-E3COL4Ui2Jh4AaABAg,ErMnXB0b_1Y,@FrancescoOwO,Maravilhosas velas!!Parabens Peter!,0,2023-05-29T15:44:12Z
UgwjXnRGj5e0b3d5CZV4AaABAg,ErMnXB0b_1Y,@marciabatista856,Amei eu quero entrar nesse  ramo  parabéns você arrasou,0,2023-05-29T01:55:12Z
UgxwJu03SbzdhgtZeVZ4AaABAg,ErMnXB0b_1Y,@danilocarvalho8622,"Peter vc é o cara, excelencia no que faz. onde adquirir essas variedades de potes?",0,2023-05-28T14:20:54Z
UgwoVx-v4I7d-Bfb8dB4AaABAg,ErMnXB0b_1Y,@Ivone6066,Bom dia 🌺 a gordura vegetal culinária?,0,2023-05-23T13:15:18Z
Ugy3g0KWBN7Z4WwvaZl4AaABAg,ErMnXB0b_1Y,@RegianeMeira-b4i,Que aula... Peter vc tem um dom maravilhoso 🥰,0,2023-05-20T23:54:09Z
UgyzmVWzC9IoMjboEjB4AaABAg,ErMnXB0b_1Y,@josefamendonca3596,Amei .muito obrigado❤,0,2023-05-18T01:06:40Z
UgxRz0cMSwH69OIUGZN4AaABAg,ErMnXB0b_1Y,@opticaVarella,"Olá, é obrigatório  a por gordura vegetal ? beijos",0,2023-05-12T17:38:21Z
UgwMZ1hFelx-qg2L7Np4AaABAg,ErMnXB0b_1Y,@cleidepalma5481,Peter Paiva adoro vc tem muita paciência e dá super dicas😍😘,0,2023-05-11T13:52:26Z
UgyvNv-eI19viAFFrP94AaABAg,ErMnXB0b_1Y,@suelybarbosademoura576,Maravilhoso,0,2023-05-09T22:49:15Z
UgzTSODTrQ42MmblQDB4AaABAg,ErMnXB0b_1Y,@marleneoliveira9103,Amei já fiz um curso presencial a um tempo atrás estou pensando começar a fazer para vender ❤,0,2023-05-05T03:39:11Z
Ugw5STgyclMFlRGioyx4AaABAg,ErMnXB0b_1Y,@edlenircoelhodesouza7156,Vc é ótimo,0,2023-05-03T14:22:56Z
UgwK68CyvTJhxT9dxdF4AaABAg,ErMnXB0b_1Y,@daysevieira-yr5zy,Maravilhoso trabalho❤,0,2023-05-02T17:21:57Z
UgxubPL76FUwBjDRBN94AaABAg,ErMnXB0b_1Y,@laurabucci5439,Muito bom,0,2023-04-26T17:00:07Z
Ugy-akdPRY8_r5lzNUh4AaABAg,ErMnXB0b_1Y,@laurabucci5439,Frofesor  k  fases  com  canela e  frutas obrigado,0,2023-04-26T16:57:38Z
UgziXiOK5MBY00UcYyR4AaABAg,ErMnXB0b_1Y,@laurabucci5439,Muito lindo demais obrigado você e bom professor explica muito bem,0,2023-04-26T16:51:06Z
UgyNjbIYB_vITkpWKEt4AaABAg,ErMnXB0b_1Y,@mariasousasousa3375,Lindas adoro velas no vidro 👏👏👏👏🇵🇹,1,2023-04-21T19:14:00Z
UgxxScghktLMkkUJmUR4AaABAg,ErMnXB0b_1Y,@marciaferraz5223,Estou apaixonada. Levo horas assistindo,0,2023-04-18T10:01:50Z
UgweOC-3WAJg6230CjB4AaABAg,ErMnXB0b_1Y,@veramotta538,Passei o secador mas estragou a vela😢,0,2023-04-12T12:37:54Z
UgyuYVNqjpDXvZh_2414AaABAg,ErMnXB0b_1Y,@leblanccafe,Vc colocou essência na parafina em gel?<br>Mostra o soprador térmico.<br>Muito obrigada!,0,2023-04-11T21:21:43Z
UgykeuUXFyV3xH_hdvd4AaABAg,ErMnXB0b_1Y,@soniafonseca5133,"Gente, queria muito conhecer o Peter ele parece ser una pessoa super alto astral. E acho incrível quando ele dá crédito pra as assistentes  que já fizeram as velas antes e vai dando as dicas conforme elas explicaram. Muita luz pra vc querido  e pra toda sua equipe. Um Beijo no coração ! ❤️",6,2023-04-10T20:42:27Z
UgzbUur3-8p9sIkLe454AaABAg,ErMnXB0b_1Y,@ninasoares2789,"E se eu quiser fazer tudo natural , sem parafina?",0,2023-04-10T20:15:40Z
UgxFRmcjmrZG_9vEz7x4AaABAg,ErMnXB0b_1Y,@mariajosemendonca1775,"Deus te abençoe, também.🥰",0,2023-04-09T20:38:22Z
UgzKtgDVN472ufGxct94AaABAg,ErMnXB0b_1Y,@mariajosemendonca1775,Formidável! Amei...👏👏👏👏💯,0,2023-04-09T20:38:03Z
Ugzjt1Mjs63kYcFFXQl4AaABAg,ErMnXB0b_1Y,@adrianaurias7345,Maravilhoso seu trabalho 👏😍👏,1,2023-04-07T01:19:32Z
Ugw78wBwieWp8VyjHPl4AaABAg,ErMnXB0b_1Y,@asgemeasanaemaria8863,"Amei!!!! Parabéns , vc é top das galáxias !!!",0,2023-04-04T18:50:04Z
Ugw704fp22yee3baNId4AaABAg,ErMnXB0b_1Y,@thaispolianemoronicaetano805,"Adorei seu vídeo, você explica muito bem. Gostaria de saber se o pavio que você usa é com fio de cobre.",0,2023-04-04T17:06:45Z
UgxlCgThJUF9oeibPp54AaABAg,ErMnXB0b_1Y,@sheilavaleria3860,Oi bom dia me chamo sheila quanto posso cobra por cada uma,0,2023-04-02T15:17:00Z
UgxejlJzSQhHrpEwUXJ4AaABAg,ErMnXB0b_1Y,@shannasantos.9326,Vc é lindo demais!! Por dentro e por fora❤,0,2023-04-02T12:45:09Z
UgwHY1B9yIoXRihgjvx4AaABAg,ErMnXB0b_1Y,@sorayamaria7453,Amei...vou fazer um luau...vou colocar em todas as mesas. E vou acrescentar rodelas de laranja...creio que dará certo.,0,2023-03-25T21:20:55Z
Ugy4k814hOCiQRYC3Yh4AaABAg,ErMnXB0b_1Y,@wellendoxun,Esse copo menor compra onde?,0,2023-03-23T04:10:46Z
UgwKXIhAi3x73etfZJB4AaABAg,ErMnXB0b_1Y,@theamazonrainforest5073,"Encantador!!<br>Parabéns pelo seus lindos trabalhos! Quero começar a fazer velas para me entreter (passar o meu tempo, pois já tenho idade) então pensei em velas, seu canal é encantador para além dos seus trabalhos muito bonitos!<br>Boa sorte para você!💯😍👏🏻",0,2023-03-19T19:10:53Z
UgwW-9u6E2eyrM0C0Gx4AaABAg,ErMnXB0b_1Y,@MariaAparecida-yw5cn,Obrigada por abrir minha mente,0,2023-03-11T22:46:25Z
UgzxIp-9NUOM9deinbZ4AaABAg,ErMnXB0b_1Y,@reginacarvalhoprof,"Trabalho com confeitaria, mas minha filha me pediu pra eu fazer velas pra dar aos seus clientes, ela é arquiteta e me lembrei logo do Peter, referência pra mim, assisti um vídeo e fiquei encantada com tanto de dicas que ele deu. Peter adoro sua arte!!!❤❤❤",0,2023-03-09T14:28:23Z
UgwGfmw7mV-jJLmpbkx4AaABAg,ErMnXB0b_1Y,@josysilva-jh5iw,Vc e um gênio!😘,0,2023-03-05T01:44:35Z
UgxUGWNMyRR2Z0HKTfl4AaABAg,ErMnXB0b_1Y,@marizabrilho6729,"Amei seu trabalho , muito bem explicado 👏👏👏👏",0,2023-02-17T01:08:24Z
UgyAr7RxiOqz0kIiscV4AaABAg,ErMnXB0b_1Y,@gisellepersianne6,Hj  assisti este vídeo e amei!!! Deu vontade até de fazer😍,0,2023-02-15T18:33:34Z
Ugw_9MlWwnmPcNteCNt4AaABAg,ErMnXB0b_1Y,@dayannemoraesvieira8495,Parabéns 👏🏻<br>Adorei sua aula 😃,0,2023-02-14T17:15:34Z
UgwMSto_PVu1FDGOBdd4AaABAg,ErMnXB0b_1Y,@joicecristina6008,Posso usar flores naturais ?,0,2023-02-09T14:41:13Z
UgwGTcUhtihlSfpccW14AaABAg,ErMnXB0b_1Y,@micheleabreu2435,Boa tarde. Posso usar olé essencial?,0,2023-02-05T17:32:08Z
UgzpzznOxGUKaxbY2Vd4AaABAg,ErMnXB0b_1Y,@thiagofernandes9550,"Forte! Só estou com dúvida sobre ascender a parafina transparente, pode? Ainda estou estudando seus usos, se alguém puder me ajudar serei grato :)",0,2023-01-30T22:25:53Z
UgxYbrqMQhXN9I_5_mB4AaABAg,ErMnXB0b_1Y,@julianacarvalhodepaula5180,Eu gostaria de saber como faz pro pavio não tombar na vela com parafina em gel embaixo e de soja em cima,0,2023-01-21T22:59:58Z
Ugy7kXbg-MMEPnE2t654AaABAg,ErMnXB0b_1Y,@marilandemodesto6316,OLÁ PETER AONDE COMPRO ESSE COPO FINO QUE VC COLOCOU DETRO DO OUTRO?<br>E AS ESSÊNCIAS AONDE COMPRO?ESSA VELA NO COPO NÃO ESTOURA O COPO E PEGA FOGO? MORRO DE MEDO.<br>E ESSES PAVIO E PARAFINA AONDE COMPRO?,0,2023-01-13T00:53:39Z
Ugx9h9geW8z6S7vF5EZ4AaABAg,ErMnXB0b_1Y,@mariacandidacanda930,Que trabalho maravilhoso! É uma obra de arte!,1,2023-01-11T17:07:30Z
UgzLfMihiFSElWITo5x4AaABAg,ErMnXB0b_1Y,@anaritasantossilva5592,Muito lindas gratidão Peter,0,2023-01-11T14:19:56Z
UgxkEkJSEXNnzsa8vjV4AaABAg,ErMnXB0b_1Y,@camilasoares5263,"só não entendi, como o miolo vai ser refil, o copinho vai soltar da parafina gel depois, ou teria q a pessoa encher o copinho novamente com parafina normal??",0,2023-01-06T19:02:11Z
UgyZDpKGAM8tVkhoBtZ4AaABAg,ErMnXB0b_1Y,@barbaracorreia1226,"belezinha amei, parabéns sua didática é ótima",0,2023-01-01T16:58:16Z
UgwhflkBcsA0SLVbJmV4AaABAg,ErMnXB0b_1Y,@supervisaoieb3583,Peter! Boa noite! Pode usar sempre vivas pra decorar as velas???,0,2022-12-29T21:41:19Z
UgwL8JlmpNRT02FycaJ4AaABAg,ErMnXB0b_1Y,@mariadapiedaderuasdafonsec1383,Amei seus trabalhos 👏,0,2022-12-29T20:18:12Z
UgwJApCZe9O4ipTlUI14AaABAg,ErMnXB0b_1Y,@mairasalgado8528,Fiz uma vela em gel tipo aquário sem o copo dentro e o pavio &quot;afoga&quot;. não pode usar sem copo?,0,2022-12-27T12:51:56Z
UgyBy_ds75vQ9P-b8xF4AaABAg,ErMnXB0b_1Y,@olgaconstantinov9838,"Adorei , muito bem explicado",0,2022-12-18T20:41:44Z
UgwgG-Cx4EzuNC-NGrd4AaABAg,ErMnXB0b_1Y,@nadilvaviricio2610,Ficou lindas 👏🏼👏🏼👏🏼👏🏼👏🏼,0,2022-12-17T20:45:08Z
UgxQO15fqVx5FHCaDtp4AaABAg,ErMnXB0b_1Y,@jussaramlgrego7056,Apaixonada por suas aulas Peter 💗,0,2022-12-17T19:54:11Z
UgyZqNc1Y1IrNkfjzwF4AaABAg,ErMnXB0b_1Y,@lucianafischer5612,Excelente! Adorei a objetividade! Obrigada por dividir seu conhecimento!,0,2022-12-09T16:44:06Z
UgzpwpsIng1jF_yuHgZ4AaABAg,ErMnXB0b_1Y,@isisisisinha5654,Se não fizer a base com a cera e colocar o copinho direto no copo grande tem perigo de estourar?.,0,2022-12-08T18:43:05Z
Ugw3xGMd7T8q4A3AUtF4AaABAg,ErMnXB0b_1Y,@romilcerodrigues8131,Linda demais,0,2022-12-08T12:06:25Z
UgwYDpbXz2z044-KK8p4AaABAg,ErMnXB0b_1Y,@lisanefuscovincenzidefaria6481,"Peter, você é um ótimo profissional e sabe ensinar bem. Te acompanho faz tempo, conheço uma loja sua em minha cidade, é linda, já comprei coisas lá para fazer aromatizador, que também amo. Vou fazer estas velas, amei. Dá para fazer será com flores naturais?",0,2022-12-06T12:11:22Z
UgwjBGzey08tmQWojl54AaABAg,ErMnXB0b_1Y,@YasminVitoria-yl8ql,Você é muito Top amei!!!🥰,0,2022-12-04T02:48:28Z
UgxGkI_XnR0TspkRo-F4AaABAg,ErMnXB0b_1Y,@vilmaramoraes6213,Adorei. Você é incrivel!!!!,1,2022-11-19T13:48:56Z
UgwrsEFPzV1vAb5bA7R4AaABAg,ErMnXB0b_1Y,@iacyferreira5327,Amo seus trabalhos 👏👏👏👏👏👏👏,0,2022-11-16T20:42:42Z
UgwLIYQ939rqmi7beIh4AaABAg,ErMnXB0b_1Y,@janainagomes3049,pode por corantes nas velas no copo do meio,0,2022-11-15T13:20:08Z
Ugwqi8Lzy3wkJN6L3E54AaABAg,ErMnXB0b_1Y,@cecimoreirastefanini8752,Ficou uma dúvida<br>Aquela  que o gel fica embaixo e o pavio fica em cima e vai acender . Não vai  derretendo até chegar no gel decorado ?  O gel pode queimar ?,0,2022-11-14T23:37:47Z
Ugys6ZW8xfnNtoaVSHZ4AaABAg,ErMnXB0b_1Y,@cecimoreirastefanini8752,Amei <br>Vc é didático. Parabéns . fiquei sua fã.,0,2022-11-14T23:15:30Z
UgwGVwG_3w8QT4vAwyF4AaABAg,ErMnXB0b_1Y,@zildaaparecidasilvadebasti5404,😍😍 gratidão 🙏,0,2022-11-13T22:43:55Z
UgwzPUjHpfYz1ul_24p4AaABAg,ErMnXB0b_1Y,@elisangelanascimento8511,"Que aula maravilhosa amei muito , obrigada!♥️",0,2022-11-10T20:17:05Z
UgzRH7U06qY0GjaI_LV4AaABAg,ErMnXB0b_1Y,@elisabetekunzlersaldanhale5045,"Oi. Ainda nem comecei a fazer mas estou apaixonada. Vc é 1000 pra explicar. Amo, amo.",0,2022-11-08T23:53:57Z
UgxmkyPRVhixkMd9BaJ4AaABAg,ErMnXB0b_1Y,@vaninha7012,Maravilhoso 👏👏👏👏,0,2022-11-08T14:13:31Z
UgzhO8ydcP8DGDWVJ554AaABAg,ErMnXB0b_1Y,@Milanid71,Muito bom !,0,2022-11-06T14:16:21Z
UgxFCPUSjYsrkhzNPYp4AaABAg,ErMnXB0b_1Y,@mariesouza7004,Vcs tem esses vidros?,0,2022-11-03T14:35:44Z
UgwiX7kyL6pLZBN1jW54AaABAg,ErMnXB0b_1Y,@juliaabreudallagnol8304,Pode ser parafina mix eco (parafina lentilha + soja)?,0,2022-11-02T21:27:33Z
UgwmwA-DZ6K8-aXtxDd4AaABAg,ErMnXB0b_1Y,@JulianaSouza-qw2im,Perfeito ❤️❤️❤️❤️,0,2022-11-01T18:44:53Z
UgyVIxsBVcKgWRmL78B4AaABAg,ErMnXB0b_1Y,@verafantinanto2538,A Taiane fala que a temperatura é 60 graus,0,2022-10-31T17:38:38Z
Ugx7YcGtdwFxzRdhT7t4AaABAg,ErMnXB0b_1Y,@viviammoraes5703,Para essa vela transparente eu consigo usar forma de silicone ou só tendo um recipiente ?,0,2022-10-28T22:51:53Z
UgxAQn5eDENHZSVXi9N4AaABAg,ErMnXB0b_1Y,@irenicesantos4571,Lindo amém ❤,0,2022-10-23T17:13:10Z
UgwXWKebgarXvF1iVMN4AaABAg,ErMnXB0b_1Y,@jowtromundo01,"Peter eu sempre acompanhava você quando era mais novo, eu amava ver que um homem podia ensinar sobre artesanato, e algo tão incrível quanto os sabonetes. Meu pai odiava o fato de eu poder ver passar meu tempo e a minha mente assistindo algo tão bacana... o preconceito é algo muito forte, mas passou. Hoje com essa super aula pude entender um pouco melhor desse negócio e me preparar para produzir velas para vender. Tenho meu trabalho fixo mais gostaria de apostar nesse ramo para uma venda extra. Obrigado por compartilhar seu conhecimento, que você possa crescer cada vez mais, e continue... porque você continuou e pode ver o fruto do seu trabalho. Um abraço de um fã muito muito antigo! &lt;3",0,2022-10-15T22:03:49Z
UgwqxzZM6Aal1hte1oh4AaABAg,ErMnXB0b_1Y,@Cantorajessi,Que essência vc me recomendaria para fazer para colocar na mesa da ceia de natal,0,2022-10-09T18:43:39Z
UgyqxuDoJP2aReL03RN4AaABAg,ErMnXB0b_1Y,@Cantorajessi,"Amei demais, já qro fazer p a mesa de natal",0,2022-10-09T18:42:58Z
Ugz8z4Ll-WJthEnJFfp4AaABAg,ErMnXB0b_1Y,@joseaneandrade62,"Adorei o vídeo, mas por favor,me responda uma coisa: Para que serve a gordura vegetal ?",0,2022-10-06T01:48:31Z
UgwAwIgG32Gp0Dk16fN4AaABAg,ErMnXB0b_1Y,@suzydarlenalmeida7875,"Gostaria de saber, pq colocar a essência no fundo se não vai queimar? Sou bem leiga em velas. Parabéns pelo canal!",0,2022-10-05T19:10:27Z
Ugw-kMDLa4GOHGHqXYp4AaABAg,ErMnXB0b_1Y,@vilmaracostaesilva86,Amo se conteudo,0,2022-09-30T17:38:30Z
UgzvnZpCE307LOZk7LN4AaABAg,ErMnXB0b_1Y,@deborasousa4154,eu amei cada detalhe do video obgda por toda atenção em explicar tudo com tanta paciencia e carinho,0,2022-09-29T02:20:43Z
Ugx8zEHa2dfqi_lInzd4AaABAg,ErMnXB0b_1Y,@deborasousa4154,eu amei nossa. vou testar eu só tenho uma pergunta. a parafina em gel pode fazer vela coloridas com brilhos ou aromas?,0,2022-09-29T02:19:27Z
Ugws-yqocFJA48dF0td4AaABAg,ErMnXB0b_1Y,@jussaradourado5894,Adorei seu vídeo.. cheio de humor e ensina muito bem... fiquei sua fã.,1,2022-09-29T02:03:22Z
UgydtvDrNrMfGSMnuw54AaABAg,ErMnXB0b_1Y,@nathaliasouza9653,"Tenho uma dúvida, pq não derreteu a parafina pra colocar no copo de shot?",0,2022-09-28T00:24:15Z
Ugy5NXF7UKK4or87CUZ4AaABAg,ErMnXB0b_1Y,@alinemunise3896,"Você é muito fofo... Faz tempo que eu gostaria de fazer velas, por hobby mesmo... Cá estou realizando esse desejo.<br>Obrigada pelas dicas.",0,2022-09-27T13:48:18Z
UgwNhlSlIwQoKBD7IX54AaABAg,ErMnXB0b_1Y,@karinasantoro8602,Amei! Vou começar,0,2022-09-26T23:51:18Z
UgzpH-ewIl5lwi045IN4AaABAg,ErMnXB0b_1Y,@manoelferreira3118,"queria saber mais soubre a lentilha, é uma parafina granulada?",0,2022-09-26T23:39:53Z
UgyomiJbkACYnEJItc54AaABAg,ErMnXB0b_1Y,@merybombom4067,O único que ensina direito é só prestar atenção.,0,2022-09-26T13:15:43Z
Ugx1GaySe9R7owyZVdF4AaABAg,ErMnXB0b_1Y,@vanessasilvanogueira5790,Pode aquecer a cera em banho maria,0,2022-09-23T13:36:33Z
UgzPrGSknuiungU2uM14AaABAg,ErMnXB0b_1Y,@carlaandreamarchesini4206,"Meu Deus, que coisa mais linda, eu amo você, eu assistia você na TV muito tempo atrás, seu trabalho é maravilhoso,  parabéns, que Deus abençoe você sempre 🙏🏻🙏🏻🙏🏻🌻🌻🌻🥰🥰🥰😘😘😘🙏🏻🙏🏻🙏🏻",0,2022-09-22T03:52:48Z
